acceptedName_TNRS	acceptedSpecies_TNRS	treeName	acronym	acronym.v2	synonyms	commonName	origName_MOR	MOR_canidList	origName_PMN	PMN_canidList	origName_match	Annot	AnnotBy	AnnotDate	Family	primarySource	secondarySource	seedMass	LDMC	SLA	LNC	LCC	LPC	SDMC	circularity	flowerHeight	vegetativeHeight	leafLength	leafThickness	leafWidth	petioleLength	lifeCycle	lifeCycleCoded	Lifeform	dispersalMode	pollinationMode	bloomSeason	floweringStart	floweringStartcoded	floweringEnd	floweringPeriod	photosyntheticPathway	flowerColor	flowerStructure	fruit	inflorescence	rootTypes	adventitious	primary	bulbs	corms	fibrous	rhizomes	stolons	tubers	sex	commonness	habit	habitClean	woody	nFixer	wis_IL	wis_MN	WI_Good2C_Min	WI_Good2C_Max	WI_Mean2C	Kew_Jan2014_2C	Kew_Jun2015_2C	genome_Use	atFermi	atSchulenberg	Adapt_CoarseSoils	Adapt_FineSoils	Adapt_MediumSoils	FireResistant	FireTolerance	FloweringSeason	FruitSeed_Begin	FruitSeed_End	FruitSeed_Persistence	GerminationEfficiency	GrowthForm	LeafArea	LeafDryMass_CompoundLft	LeafPhenology	LeafRetention	LeafType	FunctType_Biome_BGC1	FunctType_Biome_BGC2	FunctType_LPJ_DGVM1	FunctType_LPJ_DGVM2	FunctType_Sheffield_DGVM1	FunctType_Sheffield_DGVM2	FunctType_Sheffield_DGVM3	Lifespan	marlinV12	PIZZO_Code	pizzo.seed	pizzo.plug
Oxypolis rigidior	Oxypolis rigidior	Oxypolis rigidior	oxyrig	oxyrig		Stiff Cowbane	Oxypolis rigidior					wetland specialist	MCG	7/30/2015	Apiaceae			1.9598			1.16		0.11				150					P					Aestival	July		September	3	C3	white	complete;incomplete;not sepals;regular	schizocarp	umbel	primary		Y							perfect		F	F	H	0	OBL	OBL	6.4					6.4	Y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seq		#N/A	#N/A
Oxytropis lambertii	Oxytropis lambertii	Oxytropis lambertii	oxylam	oxylam		Stemless Locoweed			Oxytropis lambertii	Include		"N fix, non native to IL"	"MG, MCG"	6/16/2015	Fabaceae																																	Y										F	F	H	1	FACU	FACU							N																												#N/A	#N/A
Packera aurea	Packera aurea	Packera aurea		0	Senecio aureus	Golden Groundsel	Senecio aureus	Include				"0, new, per WI Atlas found in WM Prairies"	MCG	9/22/2015	Asteraceae	UW		0.2556						170.5		56.91	43.21	4.97	0.22	4.15	28.16	P	3	hemicryptophytes	Wind	Biotic Unspecialized	Vernal	May	5	August	4	C3	yellow	complete;regular;irregular	achene	head	adventitious;rhizomes;stolons	1	0	0	0	0	1	1	0	perfect;unisexual;monoecious	occasional	F	F	H	0	FACW	FACW	3.4					3.4	N		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seq	Orange	1	
Packera paupercula	Packera paupercula	Packera paupercula	pacpau	pacpau	Senecio pauperculus	Balsam Groundsel	Senecio pauperculus	Include		Include		0			Asteraceae	TRY		0.257									3					P	3				Vernal	May	5	June	2	C3	yellow	complete;regular;irregular	achene	head	adventitious;fibrous;rhizomes;stolons	1	0	0	0	1	1	1	0	perfect;unisexual;monoecious	common	F	F	H	0	FAC	FAC							Y	Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seq	Red		
Packera plattensis	Packera plattensis	Packera plattensis	pacpla	pacpla	Senecio plattensis	Prairie Groundsel	Senecio plattensis	Include	Senecio plattensis	Include	1	0			Asteraceae	TRY		0.34									60					P	3				Vernal	May	5	June	2	C3	yellow	complete;incomplete;regular;irregular	achene	head	adventitious;fibrous;stolons	1	0	0	0	1	0	1	0	perfect;unisexual;monoecious	common	F	F	H	0	FACU	FACU							N	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	** SPLICE **	Yellow	1	
Panicum virgatum	Panicum virgatum	Panicum virgatum	panvir	panvir		Wand Panic Grass	Panicum virgatum	Include	Panicum virgatum	Include	1	0			Poaceae	UW		0.7223	529.3	113.5	1.57	44.32		477.4	0.05	122.03	109.97	34.58	0.22	0.87		P	3	hemicryptophytes	Unassisted	Abiotic	Autumnal	August	8	September	2	C4		complete	grain	panicle	adventitious;rhizomes	1	0	0	0	0	1	0	0	perfect;other	common	G	G	H	0	FAC	FAC	3	5.8	4.4	4.7		4.4	Y		1	1	1	1	1	1	1	1	1	2	1	4	4	1	1	2	2	2	2	2	2	2	2	1	seq	Green	1	1
Parthenium integrifolium	Parthenium integrifolium	Parthenium integrifolium	parint	parint		Wild Quinine	Parthenium integrifolium	Include	Parthenium integrifolium	Include	1	0			Asteraceae	UW		0.9682	243.4	133.6	2.18	44.28		184.4	0.61	83.28	81.7	17.54	0.42	7.9	41.5	P	3	hemicryptophytes	Unassisted	Biotic Unspecialized	Aestival	July	7	September	3	C3	yellow;green;white	complete;regular	achene	corymb;head	primary	0	1	0	0	0	0	0	0	unisexual;monoecious	common	F	F	H	0	UPL	UPL	11.2					11.2	Y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	** SPLICE **	Green	1	1
Pedicularis canadensis	Pedicularis canadensis	Pedicularis canadensis	pedcan	pedcan		Wood Betony	Pedicularis canadensis	Include	Pedicularis canadensis	Include	1	"0, listed as prairie sp in TallgrassRH"	MCG	11/18/2015	Orobanchaceae	TRY		1.0234			3.26		0.27				39.81					P	3			Biotic Unspecialized	Vernal	April	4	June	3	C3	yellow	complete;irregular	capsule	spike	primary	0	1	0	0	0	0	0	0	perfect	occasional	F/SS	F	H	0	FACU	FACU	5					5	Y	Y	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	** SPLICE **	Orange	1	
Penstemon calycosus	Penstemon calycosus	Penstemon calycosus		0		Long-Sepal Beardtongue	Penstemon calycosus		Penstemon calycosus		1	woodland species			Plantaginaceae																	P										C3	violet	complete;irregular	capsule	panicle	primary		Y							perfect	occasional				0	FACU	FACU							Y																												#N/A	#N/A
Penstemon cobaea	Penstemon cobaea	Penstemon cobaea		0					Penstemon cobaea			"north america, rare"	MCG	7/15/2015	Plantaginaceae			3.07														P										C3	violet;white	complete;irregular	capsule	panicle	primary		Y							perfect	rare				0	UPL	UPL							N		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			#N/A	#N/A
Penstemon digitalis	Penstemon digitalis	Penstemon digitalis	pendig	pendig		Foxglove Beardtongue	Penstemon digitalis	Include	Penstemon digitalis	Include	1	0			Plantaginaceae	UW		0.2451	317.6	118.9	1.28	45.52		291.2	0.35	85.22	67.72	11.84	0.23	3.03		P	3	hemicryptophytes	Unassisted	Biotic Unspecialized	Vernal	May	5	July	3	C3	white	complete;irregular	capsule	panicle	primary	0	1	0	0	0	0	0	0	perfect		F	F	H	0	FAC	FAC	3.8	6.6	5.2	6.4		5.2	Y		1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	seq	Green	1	1
Penstemon gracilis	Penstemon gracilis	Penstemon gracilis		0		Lilac Beardtongue			Penstemon gracilis			"north america, rare"	MCG	7/15/2015	Plantaginaceae			0.06														P										C3	violet	complete;irregular	capsule	panicle	primary		Y							perfect	rare				0	UPL	UPL							N		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			#N/A	#N/A
Penstemon grandiflorus	Penstemon grandiflorus	Penstemon grandiflorus		0					Penstemon grandiflorus			"sand specialist, IL Endangered"	MCG	9/23/2015	Plantaginaceae			1.8567		105	2.11											P					Vernal	May		June	2	C3	violet	complete;irregular	capsule	raceme	primary		Y							perfect	rare	F	F	H	0	UPL	UPL					1.18	1.18	N		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0			#N/A	#N/A
Penstemon hirsutus	Penstemon hirsutus	Penstemon hirsutus	penhir	penhir		Hairy Beardtongue	Penstemon hirsutus	Include	Penstemon hirsutus	Include	1	"0, uncommon"	MCG	7/30/2015	Plantaginaceae			0.1411														P	3				Aestival	June	6	July	2	C3	violet	complete;irregular	capsule	panicle	primary	0	1	0	0	0	0	0	0	perfect	uncommon	F	F	H	0	UPL	UPL							N	Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	genus	Green	1	1
Penstemon pallidus	Penstemon pallidus	Penstemon pallidus	penpal	penpal		Pale Beardtongue	Penstemon pallidus		Penstemon pallidus	Include	1	sand gravel specialist sometimes found in DM XX prairies per IL wildf	MCG	9/24/2015	Plantaginaceae			0.11														P					Vernal	April		July	4	C3	white	complete;irregular	capsule	panicle	primary		Y							perfect	common	F	F	H	0	UPL	UPL							Y	Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			#N/A	#N/A
Penstemon tubaeflorus	Penstemon tubaeflorus	Penstemon tubaeflorus	pentub	pentub		White Wand Beardtongue			Penstemon tubaeflorus	Include		IL Endangered	MCG	7/30/2015	Plantaginaceae																	P					Vernal	May		June	2	C3	white	complete;irregular	capsule	panicle	primary		Y							perfect	uncommon	F	F	H	0	UPL	UPL					2.44	2.44	N	N																										Have seed		
Peritoma serrulata	Peritoma serrulata	Peritoma serrulata		0	Cleome serrulata	Rocky Mountain Beeplant			Cleome serrulata			north america	MCG	7/16/2015	Cleomaceae																	A				Biotic Unspecialized	Aestival	July		September	3	C3	red;white	"complete;regular,irregular"	capsule	raceme	primary		Y							perfect	occasional				0	FACU	FACU							N																												#N/A	#N/A
Petradoria pumila	Petradoria pumila	Petradoria pumila		0			Petradoria pumila					north america	"MG, MCG"	6/16/2015	Asteraceae																																	Y													0									N																												#N/A	#N/A
Phlox glaberrima subsp. interior	Phlox glaberrima	Phlox glaberrima	phlgla	phlgla	Phlox glaberrima	Smooth Phlox		Include	Phlox glaberrima subsp.interior	Include		0			Polemoniaceae	TRY		0.486									91.44					P	3				Vernal	May	5	August	4	C3	red;violet	complete;regular	capsule	corymb	primary	0	1	0	0	0	0	0	0	perfect	occasional	F	F	H	0	FACW	FACW							N	Y																									seq	Orange	1	
Phlox maculata	Phlox maculata	Phlox maculata	phlmac	phlmac		Wild Sweet William		Include	Phlox maculata	Include		"0, FACW"	"EE & RK, MG, MCG"	6/16/2015	Polemoniaceae			0.44		188.6	2.24						75.48					P	3				Aestival	June	6	August	3	C3	red;violet	complete;regular	capsule	panicle	primary	0	1	0	0	0	0	0	0	perfect	occasional	F	F	H	0	FACW	FACW							N	N	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	genus	Yellow	1	
Phlox paniculata	Phlox paniculata	Phlox paniculata	phlpan	phlpan		Fall Phlox		Include	Phlox paniculata	Include		0			Polemoniaceae	UW		7.9788	252.7	195.3	4.02	44.05		323.8	0.44	129.33	115.93	7.02	0.2	2.01	2.19	P	3	hemicryptophytes		Biotic Unspecialized	Aestival	July	7	September	3	C3	red;violet;white	complete;regular	capsule	panicle	primary	0	1	0	0	0	0	0	0	perfect	occasional	F	F	H	0	FACU	FACU	13.9	13.9	13.9			13.9	N		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	genus	Yellow	1	
Phlox pilosa	Phlox pilosa	Phlox pilosa	phlpil	phlpil	Phlox pilosa v fulgida	Prairie Phlox	Phlox pilosa	Include	Phlox pilosa	Include	1	0			Polemoniaceae	UW		1.1595	299.9	148.6	2.04	41.2		364.9	0.22	29.83	27.56	4.36	0.35	0.49		P	3	hemicryptophytes	Launching	Biotic Unspecialized	Vernal	April	4	June	3	C3	red;violet	complete;regular	capsule	dichasium	primary	0	1	0	0	0	0	0	0	perfect	occasional	SS/S/F	F	H	0	FACU	FACU	9.6					9.6	Y		0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	seq	Green	1	1
Physalis heterophylla				0		Clammy Ground Cherry		Include				"0, new, per WI Atlas found in M to D prairies"	MCG	9/23/2015	Solanaceae			1.6154									100					P	3		Internal animal		Vernal	May	5	September	5	C3	yellow;others	complete;regular	berry	solitary;few	adventitious;rhizomes	1	0	0	0	0	1	0	0	perfect	occasional	F	F	H	0	UPL										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seq	Red		
Physalis virginiana	Physalis virginiana	Physalis virginiana	phyvira	phyvira		Lance-Leaved Ground Cherry	Physalis virginiana	Include		Include		0			Solanaceae	TRY		1.53		235.3	1.74						100					P	3				Vernal	May	5	August	4	C3	yellow;others	complete;regular	berry	solitary	adventitious;rhizomes	1	0	0	0	0	1	0	0	perfect	occasional	F	F	H	0	UPL	UPL							Y	N	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	seq	Red		
Physostegia angustifolia	Physostegia angustifolia	Physostegia angustifolia	phyang	phyang		Narrow-Leaf False Dragonhead		Include	Physostegia angustifolia			"0, non native to MN"	"EE & RK, MG, MCG"	6/16/2015	Lamiaceae																	P	3				Aestival	June	6	September	4	C3	violet;white	complete;irregular	nut	spike	primary	0	1	0	0	0	0	0	0	perfect	occasional	F	F	H	0	FAC	FACW							N	N																									genus	Yellow	1	
Physostegia virginiana	Physostegia virginiana	Physostegia virginiana	phyvirg	phyvirg		Obedient-Plant		Include	Physostegia virginiana	Include		"0, FACW, listed as prairie sp in TallgrassRH"	MCG	11/18/2015	Lamiaceae	MOR		2.6	316	72.9				392.2	0.22	102.21	83.08	7.82	0.38	1.24		P	3				Vernal	May	5	September	5	C3	red;violet	complete;irregular	nut	spike	primary;adventitious;rhizomes	1	1	0	0	0	1	0	0	perfect	occasional	F	F	H	0	FACW	FACW							Y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	seq	Green	1	1
Picea firma	Picea firma	Picea firma		0	Abies firma	Japanese Fir			"Verbena hastata- 
pink form"			tree	MCG	9/23/2015	Pinaceae																																	Y													0									N																												#N/A	#N/A
Polanisia dodecandra	Polanisia dodecandra	Polanisia dodecandra	poldod	poldod	Polanisia graveolens	Red-Whisker Clammyweed			Polanisia dodecandra	Include		"sand gravel specialist, per IL wildf and LBJ"	MCG	9/24/2015	Cleomaceae																	A					Aestival	June		September	4	C3	red;white	complete;irregular	capsule	raceme	primary		Y							perfect	common	F	F	H	0	UPL	UPL							N	N																											#N/A	#N/A
Polemonium reptans	Polemonium reptans	Polemonium reptans	polrep	polrep		Jacob's Labber		Include	Polemonium reptans	Include		"0, listed as prairie sp in ILPIN"	MCG	11/18/2015	Polemoniaceae																	P	3				Vernal	April	4	June	3	C3	blue	complete;regular	capsule	corymb	primary	0	1	0	0	0	0	0	0	perfect	common	F	F	H	0	FAC	FAC	12.1					12.1	Y	Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seq	Green	1	1
Polygala incarnata				0		Pink Milkwort						"IL Endangered, per WI Atlas"	MCG	9/23/2015	Polygalaceae																																	Y														FACU																																					
Polygala sanguinea				0		Field Milkwort		Include				"0, new, per WI Atlas & IL wildflower"	MCG	9/23/2015	Polygalaceae			0.422									150					A	1				Aestival	July	7	September	3	C3	red;green;violet;white	complete;irregular	capsule	raceme	primary	0	1	0	0	0	0	0	0	perfect	occasional	F	F	H	0	FACU										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seq	Red		
Polygala senega	Polygala senega	Polygala senega	polsen	polsen		Seneca-Snakeroot	Polygala senega	Include		Include		"0, listed as prairie sp in TallgrassRH"	MCG	11/18/2015	Polygalaceae	TRY		2.35									50					P	3				Vernal	May	5	September	5	C3	white	complete;irregular	capsule	raceme	primary	0	1	0	0	0	0	0	0	perfect	occasional	F	F	H	0	FACU	FACU							Y	Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seq	Red		
Polygala verticillata				0		Whorled Milkwort		Include				"0, new, per WI Atlas & ILPIN, listed as prairie sp in ILPIN"	MCG	11/18/2015	Polygalaceae			0.314									25					A	1				Aestival	July	7	September	3	C3	red;green;violet;white	complete;irregular	capsule	raceme	primary	0	1	0	0	0	0	0	0	perfect	uncommon	F	F	H	0	UPL										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seq	Red		
Polygonatum biflorum	Polygonatum biflorum	Polygonatum biflorum	polbif	polbif	Polygonatum canaliculatum	King Solomon's-Seal		Include	Polygonatum biflorum	Include		0			Asparagaceae	UW		16.175	197	292	2.57	44.57	0.27	215	0.62	65.71	58.82	10.89	0.25	3.89		P	3	geophytes	Internal animal	Biotic Unspecialized	Vernal	May	5	June	2	C3	green;white	complete;regular	berry	other	adventitious;rhizomes	1	0	0	0	0	1	0	0	perfect		F	F	H	0	FACU	FACU	41.6					41.6	N		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	seq	Green	1	1
Polymnia canadensis	Polymnia canadensis	Polymnia canadensis		0			Polymnia canadensis					woodland species	"MG, MCG"	6/16/2015	Asteraceae																	P											yellow;white	incomplete;not sepals	achene	panicle;corymb;head		Y								unisexual;monoecious	common				0			5.4					5.4	N																												#N/A	#N/A
Polytaenia nuttallii	Polytaenia nuttallii	Polytaenia nuttallii	polnut	polnut		Prairie Parsley	Polytaenia nuttallii	Include	Polytaenia nuttallii	Include	1	0			Apiaceae			6.8														P	3				Vernal	April	4	June	3	C3	yellow	complete;regular	schizocarp	umbel	primary	0	1	0	0	0	0	0	0	perfect	occasional	F	F	H	0	UPL	UPL							Y	Y	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seq	Yellow	1	
Porteranthus stipulatus	Porteranthus stipulatus	Porteranthus stipulatus	porsti	porsti	Gillenia stipulata	Indian Physic		Include	Porteranthus stipulatus	Include		0			Rosaceae																	P	3				Vernal	May	5	July	3	C3	white	complete;regular	follicle	corymb	primary;adventitious;rhizomes	1	1	0	0	0	1	0	0	perfect	occasional	F	F	H	0	UPL								N	N																										Red		
Potentilla arguta	Potentilla arguta	Potentilla arguta	potarg	potarg	Drymocallis arguta	Prairie Cinquefoil	Potentilla arguta	Include	Potentilla arguta	Include	1	0			Rosaceae	UW		0.1145	447.1	11.8	1.22	44.41		351.6	0.04	66.13	58.09	15.05	0.46	8.11	106.5	P	3	hemicryptophytes	Unassisted	Biotic Unspecialized	Aestival	June	6	July	2	C3	white	complete;regular	achene	dischasium	primary;adventitious;rhizomes	1	1	0	0	0	1	0	0	perfect	occasional	F	F	H	0	FACU	FACU	2.6					2.6	Y		1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	2	0	1	1	1	1	1	1	1	seq	Green	1	1
Potentilla simplex	Potentilla simplex	Potentilla simplex	potsim	potsim		Oldfield Cinquefoil	Potentilla simplex	Include		Include		0			Rosaceae	UW		0.1543	227	44	2.53	44.05		25	0.32	14.38	18.17	5.03	0.21	6.15	12.27	P	3	hemicryptophytes	Unassisted	Biotic Unspecialized	Vernal	April	4	June	3	C3	yellow	complete;regular	achene	solitary	adventitious;rhizomes	1	0	0	0	0	1	0	0	perfect		F	F	H	0	FACU	FACU	2.6					2.6	Y		0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	1	1	1	1	0	seq	Green	1	1
Prenanthes aspera	Prenanthes aspera	Prenanthes aspera	preasp	preasp	Nabalus asper	Rough White Lettuce	Prenanthes aspera	Include		Include		0			Asteraceae																	P	3			Biotic Unspecialized	Autumnal	August	8	September	2	C3	others	complete;irregular	achene	head		0	0	0	0	0	0	0	0	perfect	occasional	F	F	H	0	UPL	UPL							N	Y																									** SPLICE **	Red		
Prenanthes racemosa	Prenanthes racemosa	Prenanthes racemosa	prerac	prerac	Nabalus racemosus	Glaucous White Lettuce	Prenanthes racemosa	Include	Prenanthes racemosa	Include	1	"0, FACW, listed as prairie sp in TallgrassRH"	MCG	11/18/2015	Asteraceae																	P	3			Biotic Unspecialized	Autumnal	August	8	September	2	C3	violet;others		achene	head		0	0	0	0	0	0	0	0	perfect	occasional	F	F	H	0	FACW	FACW							Y	N																									** SPLICE **	Yellow	1	
Pseudognaphalium obtusifolium	Pseudognaphalium obtusifolium	Pseudognaphalium obtusifolium	pseobt	pseobt	Gnaphalium obtusifolium	Sweet Everlasting			Gnaphalium obtusifolium	Include		prefers dry sand	MCG	9/24/2015	Asteraceae																	AB					Autumnal	August		October	3		white	complete;regular	achene	head		Y								perfect;unisexual;monoecious	common	F	F	H	0	UPL	UPL							N	N																											#N/A	#N/A
Psoralidium tenuiflorum	Psoralidium tenuiflorum	Psoralidium tenuiflorum	psoten	psoten	Psoralea tenuiflora	Scurfy Pea		Include	Psoralea tenuiflora	Include		"0, N fix, prefers sand but found in Schulenberg on slope"	MCG	9/24/2015	Fabaceae	MOR	TRY	38.9		77												P	3				Aestival	June	6	September	4	C3	blue	complete;irregular	legume	raceme	primary	0	1	0	0	0	0	0	0	perfect	occasional	F	F	H	1	UPL	UPL							Y		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	1	1	1	1	0	seq		#N/A	#N/A
Pycnanthemum pilosum	Pycnanthemum pilosum	Pycnanthemum pilosum	pycpil	pycpil	Pycnanthemum verticillatum pilosum	Hairy Mountain-Mint	Pycnanthemum pilosum	Include		Include		0			Lamiaceae																	P	3				Aestival	July	7	September	3	C3	violet;white	complete;irregular	nut	corymb	primary;adventitious;rhizomes	1	1	0	0	0	1	0	0	perfect	occasional	F	F	H	0	UPL	UPL							N	N																									genus	Green	1	1
Pycnanthemum tenuifolium	Pycnanthemum tenuifolium	Pycnanthemum tenuifolium	pycten	pycten		Slender Mountain-Mint	Pycnanthemum tenuifolium	Include	Pycnanthemum tenuifolium	Include	1	0			Lamiaceae			0.07														P	3				Aestival	June	6	September	4	C3	violet;white	complete;irregular	nut	corymb	primary;adventitious;rhizomes	1	1	0	0	0	1	0	0	perfect	occasional	F	F	H	0	FAC	FAC							Y	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seq	Green	1	1
Pycnanthemum verticillatum var. pilosum	Pycnanthemum verticillatum	Pycnanthemum verticillatum		0	Pycnanthemum pilosum	Whorled Mountain-Mint		Include	"Pycnanthemum verticillatum 
var. pilosum"			"0, rare in N IL"	MCG	7/16/2015	Lamiaceae																	P	3				Aestival	July	7	September	3	C3	violet;white	complete;irregular	nut	corymb	primary;adventitious;rhizomes	1	1	0	0	0	1	0	0	perfect	occasional	F	F	H	0	UPL	FACU							N	N																									genus	Red	#N/A	#N/A
Pycnanthemum virginianum	Pycnanthemum virginianum	Pycnanthemum virginianum	pycvir	pycvir		Common Mountain-Mint	Pycnanthemum virginianum	Include	Pycnanthemum virginianum	Include	1	"0, FACW"	"EE & RK, MG, MCG"	6/16/2015	Lamiaceae	UW		0.11	392.5	128.7	1.28	44.34		453.7	0.28	71.53	71.43	3.28	0.27	0.46		P	3	hemicryptophytes	Unassisted	Biotic Unspecialized	Aestival	July	7	September	3	C3	violet;white	complete;irregular	nut	corymb	primary;adventitious;rhizomes	1	1	0	0	0	1	0	0	perfect	occasional	F	F	H	0	FACW	FACW	5.3					5.3	Y		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seq	Green	1	1
Ranunculus fascicularis				0		Early Buttercup		Include				"0, new, per WI Atlas"	MCG	9/23/2015	Ranunculaceae																	P	3				Vernal	April	4	May	3	C3	yellow	complete;regular	achene	solitary;few	adventitious;fibrous;tubers	1	0	0	0	1	0	0	1	perfect	common	F	F	H	0	FACU																																		genus	Yellow	1	
Ratibida columnifera	Ratibida columnifera	Ratibida columnifera		0					Ratibida columnifera			north america			Asteraceae			0.8185									94.49					P										C3	yellow;violet	complete;regular;irregular	achene	head	primary		Y							perfect	uncommon	F	F		0	UPL	UPL							N		1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1			#N/A	#N/A
Ratibida pinnata	Ratibida pinnata	Ratibida pinnata	ratpin	ratpin		Grey-Headed Coneflower	Ratibida pinnata	Include	Ratibida pinnata	Include	1	"0, listed as prairie sp in TallgrassRH"	MCG	11/18/2015	Asteraceae	UW		0.5335	327.7	115.9	1.69	39.89	0.19	426.7	0.06	121.75	107.08	10.94	0.44	8.09	43.44	P	3	hemicryptophytes	Unassisted/Endozoochory	Biotic Unspecialized	Aestival	June	6	August	3	C3	yellow	incomplete;no sepals	achene	head	adventitious;rhizomes	1	0	0	0	0	1	0	0	perfect	common	F	F	H	0	UPL	UPL	5.5					5.5	Y		1	1	1	1	1	1	1	1	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	1	seq	Green	1	1
Rosa arkansana var. suffulta				0	Rosa suffulta	Sunshine Rose		Include				"0, new"	MCG	9/22/2015	Rosaceae			12.8111		253.2	1.73											P	3		Internal animal	Biotic Unspecialized	Aestival	June	6	July	2	C3	red	complete;regular	achene	corymb	primary	0	1	0	0	0	0	0	0	perfect	occasional	S/SS	SS	W	0	UPL																																		seq	Red	#N/A	#N/A
Rosa blanda				0		Early Wild Rose		Include				"0, new"	MCG	9/22/2015	Rosaceae			10			1.75		0.28									P	3		Internal animal	Biotic Unspecialized	Vernal	May	5	June	2	C3	red	complete;regular	achene	corymb	primary	0	1	0	0	0	0	0	0	perfect	occasional	S/SS	SS	W	0	FACU										0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	seq	Green	1	1
Rosa carolina				0		Pasture Rose		Include				"0, new"	MCG	9/22/2015	Rosaceae			19.3273									117.47					P	3		Internal animal	Biotic Unspecialized	Vernal	May	5	July	3	C3	red	complete;regular	achene	other	primary	0	1	0	0	0	0	0	0	perfect	common	S/SS	SS	W	0	FACU										1	1	1	1	1	1	1	1	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	1	seq	Green	1	1
Rosa palustris				0		Swamp Rose						wetland specialist	MCG	9/18/2015	Rosaceae			4.18									250																					Y										SS	SS	W	0	OBL										1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	seq		#N/A	#N/A
Rosa setigera				0		Illinois Rose		Include				"0, new, small woody vine"	MCG	9/25/2015	Rosaceae			9.081														P	3		Internal animal	Biotic Unspecialized	Aestival	June	6	July	2	C3	red	complete;regular	achene	corymb	primary	0	1	0	0	0	0	0	0	perfect	occasional	S/SS	SS	W	0	FACU										1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	genus	Green	1	1
Rubus flagellaris				0		Common Dewberry		Include				"0, new, trailing small woody vine"	"AH, MCG"	9/25/2015	Rosaceae			3.3305									91.44					P	3		Internal animal		Vernal	April	4	June	3	C3	white	complete;regular	aggregate fruit	corymb	primary	0	1	0	0	0	0	0	0	perfect	common	S/SS	SS	W	0	FACU										1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	seq	Red		
